# DistrPoint:Pointing with distractors
# MT:Movement time
# HIT:Success
# inPractice:practice block
# A:Target Amplitude
# W:Target Width
# D:Distractor Density
# HitDistractor:Press on a distractor
# HitBG:Press on background
# Mouse.x:
# Mouse.y:
# Mouse.Left:
# Date: 2013-03-22-11-33-24
# Participant: S0
block	trial	MT	HIT	inPractice	A	W	D	HitDistractor	HitBG	Mouse.x	Mouse.y	Mouse.Left	
Integer	String	String	Integer	Integer	String	Integer	Integer	Integer	Integer	Integer	
1	7	695	null	true	400	20	low	0	0	712.0	655.0	0.0
1	7	702	null	true	400	20	low	0	0	710.0	656.0	0.0
1	7	711	null	true	400	20	low	0	0	708.0	657.0	0.0
1	7	719	null	true	400	20	low	0	0	704.0	659.0	0.0
1	7	727	null	true	400	20	low	0	0	702.0	660.0	0.0
1	7	735	null	true	400	20	low	0	0	698.0	661.0	0.0
1	7	743	null	true	400	20	low	0	0	696.0	662.0	0.0
1	7	751	null	true	400	20	low	0	0	694.0	663.0	0.0
1	7	759	null	true	400	20	low	0	0	692.0	663.0	0.0
1	8	0	null	true	400	20	low	0	0	692.0	663.0	1.0
1	8	98	null	true	400	20	low	0	0	692.0	663.0	0.0
1	8	106	null	true	400	20	low	0	0	693.0	663.0	0.0
1	8	114	null	true	400	20	low	0	0	696.0	663.0	0.0
1	8	122	null	true	400	20	low	0	0	710.0	662.0	0.0
1	8	130	null	true	400	20	low	0	0	733.0	655.0	0.0
1	8	138	null	true	400	20	low	0	0	748.0	650.0	0.0
1	8	146	null	true	400	20	low	0	0	773.0	645.0	0.0
1	8	154	null	true	400	20	low	0	0	800.0	636.0	0.0
1	8	162	null	true	400	20	low	0	0	827.0	627.0	0.0
1	8	170	null	true	400	20	low	0	0	842.0	620.0	0.0
1	8	178	null	true	400	20	low	0	0	867.0	607.0	0.0
1	8	186	null	true	400	20	low	0	0	894.0	594.0	0.0
1	8	194	null	true	400	20	low	0	0	921.0	579.0	0.0
1	8	202	null	true	400	20	low	0	0	934.0	568.0	0.0
1	8	210	null	true	400	20	low	0	0	951.0	547.0	0.0
1	8	218	null	true	400	20	low	0	0	966.0	526.0	0.0
1	8	226	null	true	400	20	low	0	0	979.0	511.0	0.0
1	8	234	null	true	400	20	low	0	0	984.0	504.0	0.0
1	8	242	null	true	400	20	low	0	0	989.0	499.0	0.0
1	8	250	null	true	400	20	low	0	0	993.0	495.0	0.0
1	8	258	null	true	400	20	low	0	0	994.0	493.0	0.0
1	8	298	null	true	400	20	low	0	0	996.0	493.0	0.0
1	8	314	null	true	400	20	low	0	0	998.0	493.0	0.0
1	8	322	null	true	400	20	low	0	0	999.0	494.0	0.0
1	8	330	null	true	400	20	low	0	0	1000.0	495.0	0.0
1	8	338	null	true	400	20	low	0	0	1002.0	496.0	0.0
1	8	346	null	true	400	20	low	0	0	1004.0	498.0	0.0
1	8	354	null	true	400	20	low	0	0	1008.0	500.0	0.0
1	8	362	null	true	400	20	low	0	0	1009.0	502.0	0.0
1	8	370	null	true	400	20	low	0	0	1010.0	503.0	0.0
1	8	378	null	true	400	20	low	0	0	1012.0	503.0	0.0
1	8	386	null	true	400	20	low	0	0	1013.0	504.0	0.0
1	8	394	null	true	400	20	low	0	0	1014.0	505.0	0.0
1	8	410	null	true	400	20	low	0	0	1015.0	506.0	0.0
1	8	418	null	true	400	20	low	0	0	1016.0	507.0	0.0
1	8	426	null	true	400	20	low	0	0	1017.0	508.0	0.0
1	8	434	null	true	400	20	low	0	0	1018.0	510.0	0.0
1	8	442	null	true	400	20	low	0	0	1022.0	514.0	0.0
1	8	450	null	true	400	20	low	0	0	1025.0	517.0	0.0
1	8	466	null	true	400	20	low	0	0	1027.0	519.0	0.0
1	8	474	null	true	400	20	low	0	0	1029.0	520.0	0.0
1	8	482	null	true	400	20	low	0	0	1030.0	521.0	0.0
1	8	498	null	true	400	20	low	0	0	1031.0	522.0	0.0
1	8	506	null	true	400	20	low	0	0	1032.0	523.0	0.0
1	8	530	null	true	400	20	low	0	0	1033.0	524.0	0.0
1	8	538	null	true	400	20	low	0	0	1034.0	525.0	0.0
1	8	546	null	true	400	20	low	0	0	1035.0	526.0	0.0
1	8	618	null	true	400	20	low	0	0	1036.0	527.0	0.0
1	8	626	null	true	400	20	low	0	0	1037.0	528.0	0.0
1	8	634	null	true	400	20	low	0	0	1039.0	528.0	0.0
1	8	642	null	true	400	20	low	0	0	1040.0	529.0	0.0
1	8	650	null	true	400	20	low	0	0	1041.0	531.0	0.0
