# DistrPoint:Pointing with distractors
# MT:Movement time
# HIT:Success
# inPractice:practice block
# A:Target Amplitude
# W:Target Width
# D:Distractor Density
# HitDistractor:Press on a distractor
# HitBG:Press on background
# Mouse.x:
# Mouse.y:
# Mouse.Left:
# Date: 2013-03-22-12-09-32
# Participant: S0
block	trial	MT	HIT	inPractice	A	W	D	HitDistractor	HitBG	Mouse.x	Mouse.y	Mouse.Left	
Integer	String	String	Integer	Integer	String	Integer	Integer	Integer	Integer	Integer	
1	7	255	null	true	400	20	low	0	0	974.0	392.0	0.0
1	7	263	null	true	400	20	low	0	0	973.0	394.0	0.0
1	7	271	null	true	400	20	low	0	0	971.0	405.0	0.0
1	7	279	null	true	400	20	low	0	0	968.0	419.0	0.0
1	7	287	null	true	400	20	low	0	0	966.0	430.0	0.0
1	7	295	null	true	400	20	low	0	0	961.0	448.0	0.0
1	7	303	null	true	400	20	low	0	0	956.0	465.0	0.0
1	7	311	null	true	400	20	low	0	0	949.0	482.0	0.0
1	7	319	null	true	400	20	low	0	0	942.0	495.0	0.0
1	7	327	null	true	400	20	low	0	0	931.0	516.0	0.0
1	7	335	null	true	400	20	low	0	0	920.0	541.0	0.0
1	7	343	null	true	400	20	low	0	0	907.0	568.0	0.0
1	7	351	null	true	400	20	low	0	0	902.0	579.0	0.0
1	7	359	null	true	400	20	low	0	0	891.0	594.0	0.0
1	7	367	null	true	400	20	low	0	0	880.0	611.0	0.0
1	7	375	null	true	400	20	low	0	0	869.0	624.0	0.0
1	7	383	null	true	400	20	low	0	0	864.0	631.0	0.0
1	7	391	null	true	400	20	low	0	0	857.0	638.0	0.0
1	7	399	null	true	400	20	low	0	0	850.0	643.0	0.0
1	7	407	null	true	400	20	low	0	0	841.0	648.0	0.0
1	7	415	null	true	400	20	low	0	0	834.0	650.0	0.0
1	7	423	null	true	400	20	low	0	0	823.0	657.0	0.0
1	7	431	null	true	400	20	low	0	0	812.0	664.0	0.0
1	7	439	null	true	400	20	low	0	0	801.0	671.0	0.0
1	7	447	null	true	400	20	low	0	0	790.0	678.0	0.0
1	7	455	null	true	400	20	low	0	0	785.0	685.0	0.0
1	7	463	null	true	400	20	low	0	0	775.0	692.0	0.0
1	7	471	null	true	400	20	low	0	0	762.0	703.0	0.0
1	7	479	null	true	400	20	low	0	0	749.0	708.0	0.0
1	7	487	null	true	400	20	low	0	0	738.0	713.0	0.0
1	7	495	null	true	400	20	low	0	0	723.0	718.0	0.0
1	7	503	null	true	400	20	low	0	0	707.0	719.0	0.0
1	7	511	null	true	400	20	low	0	0	690.0	719.0	0.0
1	7	519	null	true	400	20	low	0	0	681.0	719.0	0.0
1	7	527	null	true	400	20	low	0	0	666.0	719.0	0.0
1	7	535	null	true	400	20	low	0	0	655.0	719.0	0.0
1	7	543	null	true	400	20	low	0	0	646.0	719.0	0.0
1	7	551	null	true	400	20	low	0	0	641.0	719.0	0.0
1	7	559	null	true	400	20	low	0	0	638.0	719.0	0.0
1	7	607	null	true	400	20	low	0	0	637.0	718.0	0.0
1	7	615	null	true	400	20	low	0	0	637.0	716.0	0.0
1	7	623	null	true	400	20	low	0	0	637.0	714.0	0.0
1	7	631	null	true	400	20	low	0	0	638.0	712.0	0.0
1	7	639	null	true	400	20	low	0	0	639.0	710.0	0.0
1	7	647	null	true	400	20	low	0	0	641.0	707.0	0.0
1	7	655	null	true	400	20	low	0	0	641.0	704.0	0.0
1	7	663	null	true	400	20	low	0	0	644.0	701.0	0.0
1	7	671	null	true	400	20	low	0	0	647.0	698.0	0.0
1	7	679	null	true	400	20	low	0	0	653.0	693.0	0.0
1	7	687	null	true	400	20	low	0	0	654.0	692.0	0.0
1	7	695	null	true	400	20	low	0	0	661.0	688.0	0.0
1	7	703	null	true	400	20	low	0	0	665.0	686.0	0.0
1	7	711	null	true	400	20	low	0	0	669.0	684.0	0.0
